Title,Credit,Attr,Desc
ANSC 421 - Introduction to Animal Science ,Credits: 4,None,"This course provides an overview of the scope and diversity of animal agriculture at the global, national and local levels. It also provides an introduction to the animal sciences through which students 1) learn basic animal science terminology 2) acquire an appreciation of the objectives of various animal enterprises and 3) gain understanding of contemporary trends, challenges and opportunities within animal agriculture. Special fee."
ANSC #444A - Animal Ethics: Your Child or Your Pet ,Credits: 4,"Attributes: Environment,TechSociety(Disc); Inquiry (Discovery); Writing Intensive Course","Human attitudes toward other animals are generally divided into five categories: animal exploitation, animal use, animal welfare, animal rights, and animal liberation. While all five categories are examined, this course concentrates on the differences between animal welfare and animal rights. These two categories differ fundamentally on the basis of the ethical or moral status they give animals. Past human societies have justified both the worship of animals and the torture and sacrifice of animals to the gods. Animal rights believers rely on a rights-based philosophy, while animal welfare advocates concentrate on a utilitarian based set of values. Course concentrates on the application of these two ethical philosophies to current uses of animals such as the use of animals in research, the use of animals as food (factory farming), the production and use of transgenic animals, and the use of animals as organ donors for humans (xenotransplantation). Since animal rights is, in itself, not a discipline, students depend on information from other disciplines ranging from moral philosophy and ethics to history to genetics, production agriculture, and ethology. Writing intensive."
ANSC #444A - Animal Ethics: Your Child or Your Pet ,Credits: 4,"Attributes: Environment,TechSociety(Disc); Inquiry (Discovery); Writing Intensive Course","Human attitudes toward other animals are generally divided into five categories: animal exploitation, animal use, animal welfare, animal rights, and animal liberation. While all five categories are examined, this course concentrates on the differences between animal welfare and animal rights. These two categories differ fundamentally on the basis of the ethical or moral status they give animals. Past human societies have justified both the worship of animals and the torture and sacrifice of animals to the gods. Animal rights believers rely on a rights-based philosophy, while animal welfare advocates concentrate on a utilitarian based set of values. Course concentrates on the application of these two ethical philosophies to current uses of animals such as the use of animals in research, the use of animals as food (factory farming), the production and use of transgenic animals, and the use of animals as organ donors for humans (xenotransplantation). Since animal rights is, in itself, not a discipline, students depend on information from other disciplines ranging from moral philosophy and ethics to history to genetics, production agriculture, and ethology. Writing intensive."
ANSC #444A - Animal Ethics: Your Child or Your Pet ,Credits: 4,"Attributes: Environment,TechSociety(Disc); Inquiry (Discovery); Writing Intensive Course","Human attitudes toward other animals are generally divided into five categories: animal exploitation, animal use, animal welfare, animal rights, and animal liberation. While all five categories are examined, this course concentrates on the differences between animal welfare and animal rights. These two categories differ fundamentally on the basis of the ethical or moral status they give animals. Past human societies have justified both the worship of animals and the torture and sacrifice of animals to the gods. Animal rights believers rely on a rights-based philosophy, while animal welfare advocates concentrate on a utilitarian based set of values. Course concentrates on the application of these two ethical philosophies to current uses of animals such as the use of animals in research, the use of animals as food (factory farming), the production and use of transgenic animals, and the use of animals as organ donors for humans (xenotransplantation). Since animal rights is, in itself, not a discipline, students depend on information from other disciplines ranging from moral philosophy and ethics to history to genetics, production agriculture, and ethology. Writing intensive."
"ANSC 510 - Integration of Culture and Agriculture in Ireland: Past, Present, and Future ",Credits: 2 or 4,Attributes: World Cultures(Discovery); Writing Intensive Course,"What was the worst natural disaster in 19th century Europe? What characterizes Ireland's agriculture in the 21st century? In this interdisciplinary course, students examine the cultural, historical, political, economical, and religious influences on Ireland's agriculture, fisheries, and forestry.  The crowning experience of the course, a 10-day study abroad in late May, provides students with a window to the world as they experience the culture, agriculture, and topography of Ireland.  Students will immerse themselves in local history and culture as they tour working agricultural farms, university research facilities, and cultural landmarks. Permission required.  Not open to freshmen. Special fee. Writing intensive.   2 or 4 credits."
"ANSC 510 - Integration of Culture and Agriculture in Ireland: Past, Present, and Future ",Credits: 2 or 4,Attributes: World Cultures(Discovery); Writing Intensive Course,"What was the worst natural disaster in 19th century Europe? What characterizes Ireland's agriculture in the 21st century? In this interdisciplinary course, students examine the cultural, historical, political, economical, and religious influences on Ireland's agriculture, fisheries, and forestry.  The crowning experience of the course, a 10-day study abroad in late May, provides students with a window to the world as they experience the culture, agriculture, and topography of Ireland.  Students will immerse themselves in local history and culture as they tour working agricultural farms, university research facilities, and cultural landmarks. Permission required.  Not open to freshmen. Special fee. Writing intensive.   2 or 4 credits."
ANSC 543 - Technical Writing in Animal Sciences ,Credits: 2,Attributes: Writing Intensive Course, Emphasis on writing scientific articles and articles for the end user on subjects pertaining to the animal science industry. Students are expected to make several oral presentations. Resume preparation is also included. Prereq: 
ANSC 546 - Animal Business Applications ,Credits: 4,None,"Survey of the various elements of managing an animal and/or agricultural operation regardless of commodity. Topics include: financial statements, credit and interest, insurance considerations, labor management, marketing, promotions, advertising, and sales."
ANSC 546 - Animal Business Applications ,Credits: 4,None,"Survey of the various elements of managing an animal and/or agricultural operation regardless of commodity. Topics include: financial statements, credit and interest, insurance considerations, labor management, marketing, promotions, advertising, and sales."
ANSC 546 - Animal Business Applications ,Credits: 4,None,"Survey of the various elements of managing an animal and/or agricultural operation regardless of commodity. Topics include: financial statements, credit and interest, insurance considerations, labor management, marketing, promotions, advertising, and sales."
ANSC 548 - Agricultural Business Management ,Credits: 4,None,"This course is designed to give students an opportunity to focus on the agricultural industry relative to specific, operational concepts such as small business start-up, creating a business plan, funding strategies, business development including SWOT analysis, market analysis, branding, product placement and pricing strategy, advertising and using social media, employee hiring and management, supply chain management and analyzing financial statements. An examination of sustainable and socially and environmentally responsible business practices will also be included. The course involves lecture and field study allowing students to examine similar agricultural operations in order to enhance practical understanding of topics covered. Prereq: "
ANSC 548 - Agricultural Business Management ,Credits: 4,None,"This course is designed to give students an opportunity to focus on the agricultural industry relative to specific, operational concepts such as small business start-up, creating a business plan, funding strategies, business development including SWOT analysis, market analysis, branding, product placement and pricing strategy, advertising and using social media, employee hiring and management, supply chain management and analyzing financial statements. An examination of sustainable and socially and environmentally responsible business practices will also be included. The course involves lecture and field study allowing students to examine similar agricultural operations in order to enhance practical understanding of topics covered. Prereq: "
ANSC 602 - Animal Rights and Societal Issues ,Credits: 4,Attributes: Writing Intensive Course," To explore all aspects of human-animal interaction and welfare, emphasizing social, ethical, biological, historical and economic aspects of animal care and use. (Juniors and seniors only.) Special fee. Writing intensive."
ANSC 603 - Introduction to Livestock Management ,Credits: 4,None,"This course explores the economic, scientific, and practical aspects of livestock management in New England, related to swine, beef, cattle, sheep, goats, and rabbits. This will include breed selection, feeding, reproduction, health, and housing systems. Product harvesting and food safety regulations related to sales and marketing are explored. Students will also be required to manage and care for a flock of sheep at UNH as part of their weekly laboratory exercises. Prereq: "
ANSC 605 - Poultry Production and Health Management ,Credits: 4,None,"This course focuses on understanding how the management practices used in raising domestic poultry can promote the production of healthy birds. Discussion centers on chickens in both large and small commercial flocks. Topics covered include breed and stock selection, anatomy &amp; physiology, hatcher and brooder management, commercially important diseases, biosecurity and preventative health care, applicable food safety practices, and welfare. Students will gain hands-on experience working with live poultry during this course. Prereq: "
ANSC 609 - Principles of Animal Nutrition ,Credits: 4,None, Applied animal nutrition and nutrient metabolism. Prereq: one year of chemistry; one semester of physiology.
ANSC 612 - Genetics of Domestic Animals ,Credits: 0 or 4,None, Application of basic and molecular genetics to the diagnosis and control of inherited diseases of domestic animals and application of quantitative genetics for the improvement of economically important traits of farm animals. Prereq: 
ANSC 615 - Dairy Farm Internship ,Credits: 14,None, An internship on a commercial dairy farm allowing the student day-to-day management of a herd of Holstein cows health and management (animal and financial) are studied. Homework and monthly exams. Dairy Management majors only. Permission required.
ANSC 625 - Animal Diseases ,Credits: 4,None,"This course focuses on concepts of animal health and disease primarily as they relate to domestic agricultural species. Basic principles of diagnosis, transmission treatment, and prevention are introduced and applied to the presentation of specific disease conditions. The course is divided into sections that focus on the primary body system that is affected by the disease or disorder and a heavy emphasis is placed on learning the skills necessary to recognize and prevent disease. Prereq: "
ANSC 625 - Animal Diseases ,Credits: 4,None,"This course focuses on concepts of animal health and disease primarily as they relate to domestic agricultural species. Basic principles of diagnosis, transmission treatment, and prevention are introduced and applied to the presentation of specific disease conditions. The course is divided into sections that focus on the primary body system that is affected by the disease or disorder and a heavy emphasis is placed on learning the skills necessary to recognize and prevent disease. Prereq: "
ANSC 625 - Animal Diseases ,Credits: 4,None,"This course focuses on concepts of animal health and disease primarily as they relate to domestic agricultural species. Basic principles of diagnosis, transmission treatment, and prevention are introduced and applied to the presentation of specific disease conditions. The course is divided into sections that focus on the primary body system that is affected by the disease or disorder and a heavy emphasis is placed on learning the skills necessary to recognize and prevent disease. Prereq: "
ANSC 635 - Nonprofit Management for Agriculture Business ,Credits: 4,None,"This course is designed to give students an opportunity to focus on the agriculture industry relative to specific operational topics for nonprofit businesses. Case studies will include therapeutic riding, agricultural nonprofits, animal welfare/rescue field, animal or agricultural educational programs and nonprofit foundations and the growing field of animal and plant therapy. Topics include; legal structure and organization, credentialing, developing a strategic plan, creating and managing a board of directors, staff and volunteer management, risk management and insurance, fundraising, marketing and public relations, using social media and public accountability. Special consideration will be given to understanding and utilizing financial statements to drive the business and fundraising efforts. The course will involve lecture and project management allowing student to examine similar agricultural business operations in order to enhance practical understanding of topics covered for a final project. Course is offered biennially, in the Spring semester of even-numbered years."
ANSC 635 - Nonprofit Management for Agriculture Business ,Credits: 4,None,"This course is designed to give students an opportunity to focus on the agriculture industry relative to specific operational topics for nonprofit businesses. Case studies will include therapeutic riding, agricultural nonprofits, animal welfare/rescue field, animal or agricultural educational programs and nonprofit foundations and the growing field of animal and plant therapy. Topics include; legal structure and organization, credentialing, developing a strategic plan, creating and managing a board of directors, staff and volunteer management, risk management and insurance, fundraising, marketing and public relations, using social media and public accountability. Special consideration will be given to understanding and utilizing financial statements to drive the business and fundraising efforts. The course will involve lecture and project management allowing student to examine similar agricultural business operations in order to enhance practical understanding of topics covered for a final project. Course is offered biennially, in the Spring semester of even-numbered years."
ANSC 635 - Nonprofit Management for Agriculture Business ,Credits: 4,None,"This course is designed to give students an opportunity to focus on the agriculture industry relative to specific operational topics for nonprofit businesses. Case studies will include therapeutic riding, agricultural nonprofits, animal welfare/rescue field, animal or agricultural educational programs and nonprofit foundations and the growing field of animal and plant therapy. Topics include; legal structure and organization, credentialing, developing a strategic plan, creating and managing a board of directors, staff and volunteer management, risk management and insurance, fundraising, marketing and public relations, using social media and public accountability. Special consideration will be given to understanding and utilizing financial statements to drive the business and fundraising efforts. The course will involve lecture and project management allowing student to examine similar agricultural business operations in order to enhance practical understanding of topics covered for a final project. Course is offered biennially, in the Spring semester of even-numbered years."
ANSC 694 - Summer Cooperative for Real Education in Agricultural Management ,Credits: 4,None," SCREAM (Summer Cooperative for Real Education in Agricultural Management) is a course in which students perform the work and make financial and management decisions associated with the CREAM dairy herd. Students assume complete responsibility for the management and care of the 25-cow herd for the entire summer. SCREAM provides students with a unique experiential learning model that will help them understand how to work together to manage and operate a small business, the decision-making skills required in production agriculture, and the application of science to the management of a dairy herd. Prereq: upper-class standing, permission."
ANSC 694 - Summer Cooperative for Real Education in Agricultural Management ,Credits: 4,None," SCREAM (Summer Cooperative for Real Education in Agricultural Management) is a course in which students perform the work and make financial and management decisions associated with the CREAM dairy herd. Students assume complete responsibility for the management and care of the 25-cow herd for the entire summer. SCREAM provides students with a unique experiential learning model that will help them understand how to work together to manage and operate a small business, the decision-making skills required in production agriculture, and the application of science to the management of a dairy herd. Prereq: upper-class standing, permission."
ANSC 698 - Cooperative for Real Education in Agricultural Management (CREAM) ,Credits: 4,None,"CREAM (Cooperative for Real Education in Agricultural Management) is a 2-semester course in which students perform the work and make the financial management decisions associated with the CREAM dairy herd. Students assume complete responsibility for the management and care of the 25-cow herd for the entire academic year. CREAM provides students with a unique experiential learning model that will help them understand how to work together to manage and operate a small business, the decision-making skills required in production agriculture and the application of science to the management of a dairy herd. Two semesters of 4 cr. each are required. Prereq:  "
ANSC 698 - Cooperative for Real Education in Agricultural Management (CREAM) ,Credits: 4,None,"CREAM (Cooperative for Real Education in Agricultural Management) is a 2-semester course in which students perform the work and make the financial management decisions associated with the CREAM dairy herd. Students assume complete responsibility for the management and care of the 25-cow herd for the entire academic year. CREAM provides students with a unique experiential learning model that will help them understand how to work together to manage and operate a small business, the decision-making skills required in production agriculture and the application of science to the management of a dairy herd. Two semesters of 4 cr. each are required. Prereq:  "
ANSC 724 - Reproductive Management and Artificial Insemination ,Credits: 4,None," Focus on goals and fundamentals of reproductive management of horses, dairy and livestock animals, and through actual experience, development of competency in performing modern breeding techniques for equine and bovine reproduction. Permission required.  Special fee.  Lab."
ANSC 750 - Collaborative Farm Design and Development ,Credits: 4,Attributes: Writing Intensive Course,"As a semester long group project, students will design an economically feasible, fully operational, diversified small farm. Students will need to consider site selection, infrastructure, equipment, labor, animal production and health, financing options, marketing and sales, etc. in their design. The final project will be presented in both an oral and a written format. Independent initiative and group collaboration are both integral to success in this project. Writing intensive."
ANSC 795 - Investigations ,Credits: 1-4,None,"Investigations in genetics, nutrition, management, diseases, histology, equestrian management/agribusiness, physiology, cell biology, microbiology, dairy management, or teaching experience. Prereq: permission."
ANSC 795W - Investigations ,Credits: 1-4,Attributes: Writing Intensive Course," Investigations in genetics, nutrition, management, diseases, histology, equestrian management/agribusiness, physiology, cell biology, microbiology, dairy management, or teaching experience. Prereq: permission."
SAFS 405 - Sustainable Agriculture and Food Production ,Credits: 4,"Attributes: Environment,TechSociety(Disc)","This course introduces the fundamental concepts that define sustainable and organic agriculture. We will explore the scientific and biological principles that underlie sustainable and organic farming techniques and methods, and each student will explore research-based evidence surrounding the sustainability of different practices within the agricultural and food system. We will study the environmental, social and economic impacts of different food production systems, with an emphasis on systems common in the U.S. Finally, we will look at the role each of us has in influencing how food is grown, either as producer or as a consumer."
SAFS 405 - Sustainable Agriculture and Food Production ,Credits: 4,"Attributes: Environment,TechSociety(Disc)","This course introduces the fundamental concepts that define sustainable and organic agriculture. We will explore the scientific and biological principles that underlie sustainable and organic farming techniques and methods, and each student will explore research-based evidence surrounding the sustainability of different practices within the agricultural and food system. We will study the environmental, social and economic impacts of different food production systems, with an emphasis on systems common in the U.S. Finally, we will look at the role each of us has in influencing how food is grown, either as producer or as a consumer."
SAFS 405 - Sustainable Agriculture and Food Production ,Credits: 4,"Attributes: Environment,TechSociety(Disc)","This course introduces the fundamental concepts that define sustainable and organic agriculture. We will explore the scientific and biological principles that underlie sustainable and organic farming techniques and methods, and each student will explore research-based evidence surrounding the sustainability of different practices within the agricultural and food system. We will study the environmental, social and economic impacts of different food production systems, with an emphasis on systems common in the U.S. Finally, we will look at the role each of us has in influencing how food is grown, either as producer or as a consumer."
SAFS 410 - A Taste of the Tropics ,Credits: 4,Attributes: World Cultures(Discovery),"This course will expose students to the exciting world of tropical agriculture and the ways that people in the tropics utilize a diverse array of food crops. Our lives as consumers in the developed world are touched by tropical products every single day. Whether it's the cinnamon in your tea, the vanilla in your cookies, the black pepper on your salad, or your cup of hot coffee, you likely consume tropical crops whether you know it or not. Ever stop to wonder where these items are from and how they are produced? We will examine agriculture and food culture throughout the tropical world's four principle areas: Latin America, Tropical Asia, Tropical Africa, and the South Pacific. Production systems ranging from large scale modern high input operations to home subsistence gardens are explored. Tropical crops are examined in five major groups: grains and legumes, starchy roots, exotic vegetables, tropical fruit, and herbs, spices, medicinal plants. Cultural uses of these crops throughout the tropical world are given special emphasis."
SAFS 410 - A Taste of the Tropics ,Credits: 4,Attributes: World Cultures(Discovery),"This course will expose students to the exciting world of tropical agriculture and the ways that people in the tropics utilize a diverse array of food crops. Our lives as consumers in the developed world are touched by tropical products every single day. Whether it's the cinnamon in your tea, the vanilla in your cookies, the black pepper on your salad, or your cup of hot coffee, you likely consume tropical crops whether you know it or not. Ever stop to wonder where these items are from and how they are produced? We will examine agriculture and food culture throughout the tropical world's four principle areas: Latin America, Tropical Asia, Tropical Africa, and the South Pacific. Production systems ranging from large scale modern high input operations to home subsistence gardens are explored. Tropical crops are examined in five major groups: grains and legumes, starchy roots, exotic vegetables, tropical fruit, and herbs, spices, medicinal plants. Cultural uses of these crops throughout the tropical world are given special emphasis."
SAFS 502 - Agroecology ,Credits: 4,None,"This course introduces students to the discipline and practice of agroecology, with an emphasis on relevant ecological theory within the context of production agriculture. Students are exposed to key ecological principles from population, community, and ecosystem ecology and agronomy. Students learn about the history and consequences of modern industrial agricultural systems and the need for more sustainable management practices that consider ecological interactions."
SAFS 502 - Agroecology ,Credits: 4,None,"This course introduces students to the discipline and practice of agroecology, with an emphasis on relevant ecological theory within the context of production agriculture. Students are exposed to key ecological principles from population, community, and ecosystem ecology and agronomy. Students learn about the history and consequences of modern industrial agricultural systems and the need for more sustainable management practices that consider ecological interactions."
SAFS 510 - Agriculture and Development in the Neotropics ,Credits: 4,Attributes: World Cultures(Discovery),"Course is designed as a three week immersion into tropical agriculture and Costa Rican ecology and culture. Agriculture plays a pivotal role in Costa Rica's history and in shaping current events. Production of horticultural and agronomic crops occurs on a variety of scales ranging from large export based systems, to mid-sized operations for domestic sales, and sustenance based home gardens. Examples of all systems are visited and discussions focus on their overall sustainability. Sustainability is a broad concept and requires consideration of socio-cultural, environmental, and economic factors. Agriculture and agricultural products infuse the culture as seen by large participation in farmers markets and appreciation for a wide variety of fruits and vegetables prepared in myriads of ways. An appreciation for nature also infuses the culture and is embodied by the country's extensive system of national parks and protected reserves along with the national philosophy of 'Pura Vida'. Special fee."
SAFS 510 - Agriculture and Development in the Neotropics ,Credits: 4,Attributes: World Cultures(Discovery),"Course is designed as a three week immersion into tropical agriculture and Costa Rican ecology and culture. Agriculture plays a pivotal role in Costa Rica's history and in shaping current events. Production of horticultural and agronomic crops occurs on a variety of scales ranging from large export based systems, to mid-sized operations for domestic sales, and sustenance based home gardens. Examples of all systems are visited and discussions focus on their overall sustainability. Sustainability is a broad concept and requires consideration of socio-cultural, environmental, and economic factors. Agriculture and agricultural products infuse the culture as seen by large participation in farmers markets and appreciation for a wide variety of fruits and vegetables prepared in myriads of ways. An appreciation for nature also infuses the culture and is embodied by the country's extensive system of national parks and protected reserves along with the national philosophy of 'Pura Vida'. Special fee."
SAFS 600 - Field Experience ,Credits: 0,None,"As part of their degree program, students are expected to engage in a work experience or internship under professional supervision and approved by sustainable agriculture faculty. Provides the opportunity to apply academic knowledge in settings associated with future professional employment and/or related graduate opportunities. Must be approved by a faculty advisor selected by the student. Permission required. Cr/F."
SAFS 601 - Fruit Crop Production ,Credits: 4,None,"This course explores the origin, distribution, botany, and cultural practices of fruit crops. Fruit crops represent an important component of both our dietary needs and many agricultural production systems. Emphasis is given to temperate fruit crops suitable for New England growing conditions. Other topics explored include integrating fruit crops into landscapes, organic and conventional cultural practices, and post-harvesting handling. Prereq: "
SAFS 601 - Fruit Crop Production ,Credits: 4,None,"This course explores the origin, distribution, botany, and cultural practices of fruit crops. Fruit crops represent an important component of both our dietary needs and many agricultural production systems. Emphasis is given to temperate fruit crops suitable for New England growing conditions. Other topics explored include integrating fruit crops into landscapes, organic and conventional cultural practices, and post-harvesting handling. Prereq: "
SAFS 620 - Food Systems & Community Resilience ,Credits: 4,None,"This course is designed to provide a broad overview of the emerging field of food systems. We will use a systems perspective to better understand how the U.S. food system shapes the food we eat, and the character and health of our communities and environment. In the second half of the course, we will critically evaluate alternative food system development, policies, and initiatives aimed at improving farmers' livelihoods, environmental sustainability, food justice, and community resilience. Prereq: "
SAFS 632 - Urban Agriculture ,Credits: 4,None,"Urban agricultural systems play an important role in local food production. Production systems range from community gardens to completely controlled production environments. Urban farmers dace unique challenges developing sustainable business models due to high land costs, waste management, post-harvest storage, and limited technical experience. This course provides a practical, hands-on understanding of urban agricultural production systems. Emphasis is placed on controlled environmental agriculture from an urban farmer’s perspective through classroom discussion and production systems operation."
SAFS 632 - Urban Agriculture ,Credits: 4,None,"Urban agricultural systems play an important role in local food production. Production systems range from community gardens to completely controlled production environments. Urban farmers dace unique challenges developing sustainable business models due to high land costs, waste management, post-harvest storage, and limited technical experience. This course provides a practical, hands-on understanding of urban agricultural production systems. Emphasis is placed on controlled environmental agriculture from an urban farmer’s perspective through classroom discussion and production systems operation."
SAFS 632 - Urban Agriculture ,Credits: 4,None,"Urban agricultural systems play an important role in local food production. Production systems range from community gardens to completely controlled production environments. Urban farmers dace unique challenges developing sustainable business models due to high land costs, waste management, post-harvest storage, and limited technical experience. This course provides a practical, hands-on understanding of urban agricultural production systems. Emphasis is placed on controlled environmental agriculture from an urban farmer’s perspective through classroom discussion and production systems operation."
SAFS #642 - Team Experience in Agroecosystems Management (TEAM - Organic) ,Credits: 4,None,"TEAM - Organic is a 2-semester experiential course where students are actively engaged in the operation of the COLSA/NHAES Organic Dairy Research Farm. Building on principles of agro-ecology and sustainable agriculture, students explore and practice the environmental, economic, social and production strategies needed for organic food production. Organic dairy farming methods and best practices are presented and applied. The organic food chain is addressed along with marketing and value-added strategies for organic dairy products. Instruction permission. Two semesters of "
SAFS #642 - Team Experience in Agroecosystems Management (TEAM - Organic) ,Credits: 4,None,"TEAM - Organic is a 2-semester experiential course where students are actively engaged in the operation of the COLSA/NHAES Organic Dairy Research Farm. Building on principles of agro-ecology and sustainable agriculture, students explore and practice the environmental, economic, social and production strategies needed for organic food production. Organic dairy farming methods and best practices are presented and applied. The organic food chain is addressed along with marketing and value-added strategies for organic dairy products. Instruction permission. Two semesters of "
SAFS 670 - Systems Thinking: Land Use Capability and Sustainability ,Credits: 4,None,"This course establishes a conceptual framework in systems thinking to critically examine New Zealand and global examples of the challenges that have arisen from the mismatch between land use and land use capability. Students investigate downstream effects of the rural-urban divide (food-justice), on people, health, services and the environment. Food security, ethical foods, as well as the influence of climate change on food supply and the viability of agribusiness are included.Special Fee."
SAFS 670 - Systems Thinking: Land Use Capability and Sustainability ,Credits: 4,None,"This course establishes a conceptual framework in systems thinking to critically examine New Zealand and global examples of the challenges that have arisen from the mismatch between land use and land use capability. Students investigate downstream effects of the rural-urban divide (food-justice), on people, health, services and the environment. Food security, ethical foods, as well as the influence of climate change on food supply and the viability of agribusiness are included.Special Fee."
SAFS 671 - Agroecology and Sustainable Land Management ,Credits: 4,None,"Agroecology is a way of thinking and acting. Using this lens, students investigate the interface of agriculture and the natural environment. Through first-hand experiences with agribusiness, students explore enduring solutions for sustainable food systems. The emphasis will be on dimensions of agroecology that are relevant in a framework of sustainable land management; and on gaining confidence in evaluating processes and science associated with the biological an physical process in agroecosystems. Special Fee."
SAFS 671 - Agroecology and Sustainable Land Management ,Credits: 4,None,"Agroecology is a way of thinking and acting. Using this lens, students investigate the interface of agriculture and the natural environment. Through first-hand experiences with agribusiness, students explore enduring solutions for sustainable food systems. The emphasis will be on dimensions of agroecology that are relevant in a framework of sustainable land management; and on gaining confidence in evaluating processes and science associated with the biological an physical process in agroecosystems. Special Fee."
SAFS 672 - Pathways to Sustainable Agriculture and Food Systems ,Credits: 4,None,"This course empowers students to pursue knowledge and understanding of food systems around the interface of policy, practice, and science to build pathways toward technically robust, economically sound and viable solutions which enable transformation in the rural landscape. Topics include: value systems, socio-cultural benefits of re-thinking food systems at sale, carbon-forestry, carbon offsets, nutrient cap-and-trade models, (Integrated) Catchment Management and Climate Smart Agriculture. Critical thinking and risk assessment tools are integral components. Special Fee."
